AKPAR,ValidationType,AddressLine1,AddressLine2,StreetNumberFrom,StreetNumberTo,City,State,ZipCode
194673,E,3009 B MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194674,E,3009 A MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194675,E,3013 F MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194676,E,3013 E MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194677,E,3013 D MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194678,E,3013 C MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194679,E,3013 B MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194680,E,3013 A MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194681,E,3017 F MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194682,E,3017 E MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194683,E,3017 D MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194684,E,3017 C MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194685,E,3017 B MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194686,E,3017 A MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194687,E,3021 A MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194688,E,3021 B MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194689,E,3021 C MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194690,E,3021 D MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194691,E,3021 E MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194692,E,3021 F MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194693,E,3012 A MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194694,E,3012 B MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194695,E,3012 C MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194696,E,3012 D MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194697,E,3012 E MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194698,E,3012 F MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194699,E,3004 A MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194700,E,3004 B MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194701,E,3004 C MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194702,E,3000 F MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194703,E,3000 E MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194704,E,3000 D MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194705,E,3000 C MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194706,E,3000 B MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194707,E,3000 A MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194708,E,2001 F CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194709,E,2001 E CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194710,E,2001 D CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194711,E,2001 C CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194712,E,2001 B CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194713,E,2001 A CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194714,E,2005 F CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194715,E,2005 E CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194716,E,2005 D CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194717,E,2005 C CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194718,E,2005 B CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194719,E,2005 A CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194720,E,2006 A CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194721,E,2006 B CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194722,E,2006 C CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194723,E,2006 D CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194724,E,2006 E CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194725,E,2006 F CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194726,E,2002 A CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194727,E,2002 B CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194728,E,2002 C CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194729,E,2002 D CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194730,E,2002 E CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194731,E,2002 F CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194733,E,241 MARKET ST,,,,CRAMERTON,NC,28032
194734,E,239 MARKET ST,,,,CRAMERTON,NC,28032
194737,E,229 MARKET ST,,,,CRAMERTON,NC,28032
194739,E,231 MARKET ST,,,,CRAMERTON,NC,28032
194751,E,111 MARKET ST,,,,CRAMERTON,NC,28032
194752,E,109 MARKET ST,,,,CRAMERTON,NC,28032
194762,E,235 A MARKET ST,,,,CRAMERTON,NC,28032
194770,E,1051 CRAMERTON VILLAGE DR,,,,CRAMERTON,NC,28032
194771,E,3008 MISTY HARBOR CIR,,,,CRAMERTON,NC,28032
194772,E,340 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194773,E,339 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194774,E,338 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194775,E,337 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194776,E,336 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194777,E,335 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194778,E,334 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194779,E,333 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194790,E,341 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194791,E,342 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194792,E,343 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194793,E,344 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194798,E,601 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194799,E,410 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194800,E,412 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194801,E,414 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194802,E,416 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194803,E,418 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194804,E,420 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194805,E,345 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194806,E,422 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194807,E,424 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194808,E,346 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194809,E,347 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194810,E,348 A MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194811,E,349 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194812,E,425 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194813,E,350 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194814,E,351 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194815,E,423 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194816,E,421 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194817,E,419 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194818,E,417 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194819,E,415 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194820,E,413 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194821,E,411 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194822,E,600 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194831,E,352 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194832,E,353 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194833,E,354 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194834,E,355 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194835,E,356 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194848,E,409 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194849,E,407 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194851,E,405 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194852,E,404 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194854,E,406 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194855,E,408 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194856,E,602 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194860,E,332 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194861,E,331 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194862,E,330 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194863,E,329 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194866,E,328 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194867,E,327 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194868,E,326 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194869,E,325 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194870,E,324 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194871,E,323 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194872,E,322 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194873,E,321 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194874,E,320 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194875,E,319 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194876,E,318 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194877,E,317 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194878,E,316 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194879,E,315 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194880,E,314 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194881,E,313 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194882,E,312 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194883,E,311 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194884,E,310 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194885,E,309 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194886,E,308 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194887,E,307 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194888,E,306 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194892,E,356 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194893,E,358 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194894,E,360 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194895,E,362 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194896,E,364 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194897,E,366 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194898,E,368 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194899,E,370 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194904,E,376 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194905,E,378 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194906,E,380 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194907,E,382 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194908,E,384 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194909,E,386 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194911,E,388 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194912,E,390 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194913,E,392 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194914,E,394 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194915,E,396 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194916,E,398 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194917,E,400 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194919,E,402 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194920,E,403 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194921,E,401 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194922,E,399 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194923,E,397 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194924,E,395 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194925,E,393 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194926,E,391 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194927,E,389 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194928,E,387 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194929,E,385 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194930,E,383 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194931,E,381 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194932,E,379 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194933,E,377 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194934,E,375 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194935,E,373 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194938,E,371 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194939,E,369 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194940,E,367 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194941,E,365 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194942,E,363 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194943,E,361 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194944,E,359 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194945,E,357 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194946,E,355 WOODLAWN AVE,,,,CRAMERTON,NC,28032
194954,E,290 MAYFLOWER AVE,,,,CRAMERTON,NC,28032
194958,E,286 EIGHTH AVE,,,,CRAMERTON,NC,28032
194963,E,287 EIGHTH AVE,,,,CRAMERTON,NC,28032
194964,E,285 EIGHTH AVE,,,,CRAMERTON,NC,28032
194966,E,808 WASHINGTON ST,,,,CRAMERTON,NC,28032
194967,E,804 WASHINGTON ST,,,,CRAMERTON,NC,28032
194968,E,732 A WASHINGTON ST,,,,CRAMERTON,NC,28032
194969,E,728 WASHINGTON ST,,,,CRAMERTON,NC,28032
194970,E,726 WASHINGTON ST,,,,CRAMERTON,NC,28032
194971,E,724 WASHINGTON ST,,,,CRAMERTON,NC,28032
194972,E,722 WASHINGTON ST,,,,CRAMERTON,NC,28032
194973,E,720 WASHINGTON ST,,,,CRAMERTON,NC,28032
194975,E,719 WASHINGTON ST,,,,CRAMERTON,NC,28032
194976,E,721 WASHINGTON ST,,,,CRAMERTON,NC,28032
194977,E,723 WASHINGTON ST,,,,CRAMERTON,NC,28032
194978,E,725 WASHINGTON ST,,,,CRAMERTON,NC,28032
194981,E,284 EIGHTH AVE,,,,CRAMERTON,NC,28032
194982,E,283 EIGHTH AVE,,,,CRAMERTON,NC,28032
194983,E,282 EIGHTH AVE,,,,CRAMERTON,NC,28032
194985,E,281 EIGHTH AVE,,,,CRAMERTON,NC,28032
194988,E,280 EIGHTH AVE,,,,CRAMERTON,NC,28032
194989,E,279 EIGHTH AVE,,,,CRAMERTON,NC,28032
194990,E,278 EIGHTH AVE,,,,CRAMERTON,NC,28032
194991,E,277 EIGHTH AVE,,,,CRAMERTON,NC,28032
194992,E,276 EIGHTH AVE,,,,CRAMERTON,NC,28032
194993,E,275 EIGHTH AVE,,,,CRAMERTON,NC,28032
194994,E,274 EIGHTH AVE,,,,CRAMERTON,NC,28032
194995,E,273 EIGHTH AVE,,,,CRAMERTON,NC,28032
194996,E,272 EIGHTH AVE,,,,CRAMERTON,NC,28032
194997,E,532 BROOKLYN AVE,,,,CRAMERTON,NC,28032
194998,E,533 BROOKLYN AVE,,,,CRAMERTON,NC,28032
194999,E,534 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195000,E,535 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195001,E,536 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195002,E,537 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195003,E,601 WASHINGTON ST,,,,CRAMERTON,NC,28032
195004,E,607 WASHINGTON ST,,,,CRAMERTON,NC,28032
195005,E,609 WASHINGTON ST,,,,CRAMERTON,NC,28032
195006,E,611 WASHINGTON ST,,,,CRAMERTON,NC,28032
195007,E,613 WASHINGTON ST,,,,CRAMERTON,NC,28032
195008,E,615 WASHINGTON ST,,,,CRAMERTON,NC,28032
195009,E,617 WASHINGTON ST,,,,CRAMERTON,NC,28032
195010,E,614 WASHINGTON ST,,,,CRAMERTON,NC,28032
195011,E,612 WASHINGTON ST,,,,CRAMERTON,NC,28032
195012,E,610 A WASHINGTON ST,,,,CRAMERTON,NC,28032
195013,E,610 WASHINGTON ST,,,,CRAMERTON,NC,28032
195014,E,608 WASHINGTON ST,,,,CRAMERTON,NC,28032
195015,E,606 WASHINGTON ST,,,,CRAMERTON,NC,28032
195016,E,604 WASHINGTON ST,,,,CRAMERTON,NC,28032
195017,E,539 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195018,E,541 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195019,E,542 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195041,E,380 WASHINGTON ST,,,,CRAMERTON,NC,28032
195047,E,494 WASHINGTON ST,,,,CRAMERTON,NC,28032
195048,E,496 WASHINGTON ST,,,,CRAMERTON,NC,28032
195049,E,498 WASHINGTON ST,,,,CRAMERTON,NC,28032
195050,E,500 WASHINGTON ST,,,,CRAMERTON,NC,28032
195051,E,502 WASHINGTON ST,,,,CRAMERTON,NC,28032
195052,E,504 WASHINGTON ST,,,,CRAMERTON,NC,28032
195053,E,506 WASHINGTON ST,,,,CRAMERTON,NC,28032
195054,E,508 WASHINGTON ST,,,,CRAMERTON,NC,28032
195055,E,510 WASHINGTON ST,,,,CRAMERTON,NC,28032
195056,E,512 WASHINGTON ST,,,,CRAMERTON,NC,28032
195057,E,514 WASHINGTON ST,,,,CRAMERTON,NC,28032
195058,E,516 WASHINGTON ST,,,,CRAMERTON,NC,28032
195059,E,518 WASHINGTON ST,,,,CRAMERTON,NC,28032
195060,E,540 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195061,E,538 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195062,E,537 B BROOKLYN AVE,,,,CRAMERTON,NC,28032
195067,E,511 WASHINGTON ST,,,,CRAMERTON,NC,28032
195068,E,509 WASHINGTON ST,,,,CRAMERTON,NC,28032
195069,E,507 WASHINGTON ST,,,,CRAMERTON,NC,28032
195070,E,505 WASHINGTON ST,,,,CRAMERTON,NC,28032
195071,E,503 WASHINGTON ST,,,,CRAMERTON,NC,28032
195072,E,501 WASHINGTON ST,,,,CRAMERTON,NC,28032
195073,E,499 WASHINGTON ST,,,,CRAMERTON,NC,28032
195074,E,497 WASHINGTON ST,,,,CRAMERTON,NC,28032
195075,E,495 WASHINGTON ST,,,,CRAMERTON,NC,28032
195076,E,493 WASHINGTON ST,,,,CRAMERTON,NC,28032
195077,E,385 WASHINGTON ST,,,,CRAMERTON,NC,28032
195078,E,383 WASHINGTON ST,,,,CRAMERTON,NC,28032
195079,E,381 WASHINGTON ST,,,,CRAMERTON,NC,28032
195095,E,535 B BROOKLYN AVE,,,,CRAMERTON,NC,28032
195099,E,534 C BROOKLYN AVE,,,,CRAMERTON,NC,28032
195100,E,530 BROOKLYN AVE,,,,CRAMERTON,NC,28032
195102,E,271 A EIGHTH AVE,,,,CRAMERTON,NC,28032
195103,E,271 EIGHTH AVE,,,,CRAMERTON,NC,28032
195105,E,270 EIGHTH AVE,,,,CRAMERTON,NC,28032
195106,E,269 EIGHTH AVE,,,,CRAMERTON,NC,28032
195107,E,268 EIGHTH AVE,,,,CRAMERTON,NC,28032
195108,E,267 EIGHTH AVE,,,,CRAMERTON,NC,28032
195109,E,266 EIGHTH AVE,,,,CRAMERTON,NC,28032
195110,E,262 A EIGHTH AVE,,,,CRAMERTON,NC,28032
195111,E,265 EIGHTH AVE,,,,CRAMERTON,NC,28032
195112,E,264 EIGHTH AVE,,,,CRAMERTON,NC,28032
195113,E,263 EIGHTH AVE,,,,CRAMERTON,NC,28032
195114,E,262 EIGHTH AVE,,,,CRAMERTON,NC,28032
195122,E,248 EIGHTH AVE,,,,CRAMERTON,NC,28032
195123,E,250 EIGHTH AVE,,,,CRAMERTON,NC,28032
195124,E,252 EIGHTH AVE,,,,CRAMERTON,NC,28032
195125,E,254 EIGHTH AVE,,,,CRAMERTON,NC,28032
195126,E,256 EIGHTH AVE,,,,CRAMERTON,NC,28032
195127,E,258 EIGHTH AVE,,,,CRAMERTON,NC,28032
195128,E,260 EIGHTH AVE,,,,CRAMERTON,NC,28032
195130,E,259 EIGHTH AVE,,,,CRAMERTON,NC,28032
195131,E,257 EIGHTH AVE,,,,CRAMERTON,NC,28032
195132,E,255 EIGHTH AVE,,,,CRAMERTON,NC,28032
195133,E,253 EIGHTH AVE,,,,CRAMERTON,NC,28032
195134,E,251 EIGHTH AVE,,,,CRAMERTON,NC,28032
195135,E,249 EIGHTH AVE,,,,CRAMERTON,NC,28032
195136,E,208 ARMSTRONG DR,,,,BELMONT,NC,28012
195137,E,210 ARMSTRONG DR,,,,BELMONT,NC,28012
195138,E,212 ARMSTRONG DR,,,,BELMONT,NC,28012
195139,E,214 ARMSTRONG DR,,,,BELMONT,NC,28012
195150,E,300 ARMSTRONG DR,,,,BELMONT,NC,28012
195151,E,302 ARMSTRONG DR,,,,BELMONT,NC,28012
195152,E,304 ARMSTRONG DR,,,,BELMONT,NC,28012
195153,E,306 ARMSTRONG DR,,,,BELMONT,NC,28012
195160,E,400 ARMSTRONG DR,,,,BELMONT,NC,28012
195161,E,402 ARMSTRONG DR,,,,BELMONT,NC,28012
195162,E,404 ARMSTRONG DR,,,,BELMONT,NC,28012
195164,E,406 ARMSTRONG DR,,,,BELMONT,NC,28012
195165,E,408 ARMSTRONG DR,,,,BELMONT,NC,28012
195215,E,202 U ARMSTRONG DR,,,,BELMONT,NC,28012
195227,E,230 A DAWSON ST,,,,CRAMERTON,NC,28032
195235,E,215 ARMSTRONG DR,,,,BELMONT,NC,28012
195236,E,211 ARMSTRONG DR,,,,BELMONT,NC,28012
195237,E,209 ARMSTRONG DR,,,,BELMONT,NC,28012
195239,E,401 ARMSTRONG DR,,,,BELMONT,NC,28012
195240,E,305 ARMSTRONG DR,,,,BELMONT,NC,28012
195241,E,301 ARMSTRONG DR,,,,BELMONT,NC,28012
195242,E,205 ARMSTRONG DR,,,,BELMONT,NC,28012
195243,E,207 ARMSTRONG DR,,,,BELMONT,NC,28012
195259,E,101 ARMSTRONG DR,,,,BELMONT,NC,28012
195275,E,206 ARMSTRONG DR,,,,BELMONT,NC,28012
195285,E,241 EIGHTH AVE,,,,CRAMERTON,NC,28032
195286,E,242 EIGHTH AVE,,,,CRAMERTON,NC,28032
195287,E,247 EIGHTH AVE,,,,CRAMERTON,NC,28032
195288,E,246 EIGHTH AVE,,,,CRAMERTON,NC,28032
195289,E,245 A EIGHTH AVE,,,,CRAMERTON,NC,28032
195290,E,244 EIGHTH AVE,,,,CRAMERTON,NC,28032
195291,E,243 EIGHTH AVE,,,,CRAMERTON,NC,28032
195292,E,239 EIGHTH AVE,,,,CRAMERTON,NC,28032
195293,E,238 EIGHTH AVE,,,,CRAMERTON,NC,28032
195294,E,237 EIGHTH AVE,,,,CRAMERTON,NC,28032
195295,E,235 EIGHTH AVE,,,,CRAMERTON,NC,28032
195297,E,240 EIGHTH AVE,,,,CRAMERTON,NC,28032
195310,E,234 EIGHTH AVE,,,,CRAMERTON,NC,28032
195311,E,159 EIGHTH AVE,,,,CRAMERTON,NC,28032
195312,E,158 EIGHTH AVE,,,,CRAMERTON,NC,28032
195321,E,235 DAWSON ST,,,,CRAMERTON,NC,28032
195322,E,234 DAWSON ST,,,,CRAMERTON,NC,28032
195323,E,232 DAWSON ST,,,,CRAMERTON,NC,28032
195324,E,233 DAWSON ST,,,,CRAMERTON,NC,28032
195325,E,231 DAWSON ST,,,,CRAMERTON,NC,28032
195326,E,230 DAWSON ST,,,,CRAMERTON,NC,28032
195327,E,228 DAWSON ST,,,,CRAMERTON,NC,28032
195328,E,229 DAWSON ST,,,,CRAMERTON,NC,28032
195329,E,157 EIGHTH AVE,,,,CRAMERTON,NC,28032
195330,E,156 EIGHTH AVE,,,,CRAMERTON,NC,28032
195331,E,155 EIGHTH AVE,,,,CRAMERTON,NC,28032
195332,E,154 EIGHTH AVE,,,,CRAMERTON,NC,28032
195333,E,153 EIGHTH AVE,,,,CRAMERTON,NC,28032
195335,E,137 EIGHTH AVE,,,,CRAMERTON,NC,28032
195336,E,149 EIGHTH AVE,,,,CRAMERTON,NC,28032
195337,E,141 EIGHTH AVE,,,,CRAMERTON,NC,28032
195338,E,160 EIGHTH AVE,,,,CRAMERTON,NC,28032
